1	4426	1418287380	1	1
5	1302	1418288178	1	1
2	560	1418289049	1	1
4	9431	1418289584	1	1
3	4319	1418290468	1	1
0	1921	1418290890	1	1
6	2553	1418292795	1	1
2	3685	1418293339	1	1
1	2452	1418294354	1	1
4	1311	1418294826	1	1
0	3165	1418295307	1	1
7	6306	1418295750	1	1
0	3178	1418296203	1	1
7	8181	1418297671	1	1
7	1928	1418298434	1	1
1	3797	1418298900	1	1
7	1298	1418299778	1	1
6	1292	1418300858	1	1
0	9926	1418301584	1	1
3	5562	1418302245	1	1
2	3003	1418302747	1	1
4	6916	1418303406	1	1
6	7499	1418304190	1	1
7	4308	1418304708	1	1
0	8171	1418305807	1	1
2	663	1418307161	1	1
7	8802	1418307592	1	1
7	667	1418308993	1	1
5	7545	1418309559	1	1
7	9307	1418310600	1	1
4	3801	1418311084	1	1
4	5681	1418311981	1	1
4	7561	1418312431	1	1
2	726	1418312857	1	1
5	7548	1418314167	1	1
4	576	1418314729	1	1
0	8184	1418316047	1	1
3	8187	1418317159	1	1
6	9933	1418318144	1	1
7	8749	1418318983	1	1
4	5032	1418319725	1	1
7	6280	1418320518	1	1
2	3799	1418321372	1	1
6	6305	1418322046	1	1
3	3171	1418322915	1	1
5	2550	1418323891	1	1
4	1927	1418324650	1	1
7	50	1418325121	1	1
3	1289	1418326242	1	1
4	8173	1418326767	1	1
2	5694	1418327197	1	1
4	6916	1418327726	1	1
5	4425	1418328500	1	1
7	51	1418328897	1	1
4	6804	1418329838	1	1
6	4419	1418330364	1	1
0	6301	1418331470	1	1
7	4308	1418331972	1	1
3	1928	1418332898	1	1
3	3174	1418333475	1	1
6	6821	1418334014	1	1
6	1308	1418334778	1	1
3	8059	1418335271	1	1
1	9377	1418335896	1	1
3	5676	1418336677	1	1
4	3802	1418337324	1	1
2	7552	1418338079	1	1
1	6800	1418338838	1	1
2	7551	1418340063	1	1
0	4940	1418340876	1	1
7	1936	1418342466	1	1
0	8062	1418344719	1	1
7	1297	1418345538	1	1
1	1300	1418346002	1	1
5	7550	1418347895	1	1
6	3678	1418349179	1	1
1	1820	1418351314	1	1
5	3064	1418351795	1	1
2	6840	1418352222	1	1
4	1158	1418353065	1	1
4	4366	1418354796	1	1
4	9300	1418356464	1	1
1	2435	1418357266	1	1
7	6299	1418358918	1	1
7	5664	1418359429	1	1
7	6301	1418359942	1	1
5	6835	1418360566	1	1
4	8184	1418361327	1	1
6	6920	1418361854	1	1
3	9945	1418362280	1	1
4	3806	1418363308	1	1
0	9429	1418364240	1	1
1	6294	1418368406	1	1
3	2537	1418369379	1	1
3	7558	1418369895	1	1
3	3797	1418370340	1	1
1	663	1418371153	1	1
5	8038	1418371703	1	1
3	1922	1418372514	1	1
6	1925	1418373306	1	1
5	1	1418374001	1	1
6	2554	1418374907	1	1
7	2557	1418375363	1	1
7	1154	1418375809	1	1
7	6978	1418376454	1	1
6	6800	1418376958	1	1
5	3163	1418379123	1	1
0	1193	1418379785	1	1
1	5670	1418380437	1	1
0	8799	1418380880	1	1
1	6193	1418381909	1	1
5	1914	1418382450	1	1
5	6913	1418383542	1	1
0	6808	1418384846	1	1
5	3796	1418385332	1	1
3	9310	1418386280	1	1
3	3072	1418386723	1	1
5	6178	1418387189	1	1
6	6801	1418388606	1	1
4	4453	1418389356	1	1
6	7431	1418390270	1	1
5	1309	1418390834	1	1
3	678	1418391777	1	1
5	6298	1418392246	1	1
0	3182	1418392843	1	1
3	9937	1418394472	1	1
7	6310	1418395206	1	1
6	6921	1418395646	1	1
1	684	1418396113	1	1
4	8174	1418396591	1	1
5	1283	1418397298	1	1
7	45	1418397953	1	1
7	7412	1418398726	1	1
7	59	1418399553	1	1
5	2440	1418400178	1	1
5	672	1418401073	1	1
0	2559	1418402059	1	1
5	6185	1418402549	1	1
6	1176	1418403001	1	1
2	1804	1418404186	1	1
6	4311	1418405116	1	1
6	9422	1418405888	1	1
5	4412	1418407220	1	1
0	3169	1418407947	1	1
2	1309	1418408538	1	1
2	9916	1418410336	1	1
1	8690	1418411415	1	1
1	1280	1418412498	1	1
3	1183	1418413345	1	1
0	1301	1418413834	1	1
2	2548	1418414299	1	1
5	566	1418415217	1	1
5	8794	1418415736	1	1
4	1918	1418416170	1	1
4	3175	1418416619	1	1
3	8173	1418417575	1	1
2	6813	1418418910	1	1
7	1283	1418420034	1	1
4	4312	1418420908	1	1
2	9923	1418422432	1	1
5	6296	1418423158	1	1
3	3699	1418423651	1	1
3	34	1418424417	1	1
2	2555	1418425051	1	1
6	6185	1418425661	1	1
4	1172	1418426601	1	1
0	1921	1418427082	1	1
5	3687	1418427891	1	1
1	4935	1418429908	1	1
4	7543	1418430639	1	1
1	3782	1418431252	1	1
3	7426	1418431910	1	1
2	5674	1418432669	1	1
2	1811	1418433370	1	1
5	1296	1418434098	1	1
1	8066	1418434519	1	1
2	2421	1418435034	1	1
5	4998	1418435636	1	1
0	1801	1418436874	1	1
5	8073	1418437367	1	1
5	9321	1418438264	1	1
3	4410	1418438692	1	1
7	6294	1418439430	1	1
3	6811	1418439910	1	1
4	8158	1418440431	1	1
5	7545	1418440887	1	1
3	7546	1418442023	1	1
4	8070	1418442735	1	1
3	6928	1418443622	1	1
4	3230	1418444139	1	1
5	5041	1418445493	1	1
1	9429	1418445976	1	1
3	8169	1418446695	1	1
6	5006	1418447165	1	1
1	672	1418447697	1	1
5	6926	1418448118	1	1
3	3797	1418448804	1	1
4	4298	1418449772	1	1
4	7426	1418450222	1	1
5	8058	1418450871	1	1
4	8050	1418451311	1	1
1	5673	1418452117	1	1
5	5034	1418452597	1	1
4	3173	1418453099	1	1
5	5564	1418453557	1	1
7	5555	1418454213	1	1
5	5665	1418454965	1	1
1	4420	1418455508	1	1
6	6800	1418456638	1	1
7	2544	1418457347	1	1
6	3033	1418458043	1	1
6	4927	1418459132	1	1
2	8063	1418460575	1	1
5	1158	1418461041	1	1
5	36	1418461745	1	1
0	6922	1418463246	1	1
6	3803	1418463996	1	1
5	8057	1418464503	1	1
7	3673	1418465155	1	1
3	4978	1418465636	1	1
0	8785	1418466320	1	1
1	4292	1418467668	1	1
5	8801	1418468344	1	1
5	2531	1418469363	1	1
5	5052	1418470005	1	1
0	6285	1418470926	1	1
4	4422	1418471916	1	1
4	8178	1418472431	1	1
6	9436	1418472960	1	1
2	1304	1418473946	1	1
2	8796	1418474784	1	1
6	8677	1418475455	1	1
3	51	1418475873	1	1
1	3067	1418476627	1	1
2	8060	1418477535	1	1
6	6798	1418478014	1	1
6	5081	1418478461	1	1
1	9415	1418480088	1	1
5	4434	1418480756	1	1
0	3067	1418481291	1	1
5	5572	1418481717	1	1
3	9321	1418482216	1	1
5	9267	1418482680	1	1
7	6798	1418483782	1	1
7	4301	1418484356	1	1
6	6217	1418485181	1	1
6	685	1418485817	1	1
4	6301	1418486766	1	1
7	6800	1418488454	1	1
3	6919	1418490470	1	1
7	5668	1418491141	1	1
0	3054	1418492619	1	1
6	4433	1418493052	1	1
5	1804	1418493554	1	1
4	1179	1418494249	1	1
5	696	1418494833	1	1
4	7535	1418495663	1	1
0	2446	1418496138	1	1
4	9933	1418496880	1	1
5	8050	1418498231	1	1
2	3171	1418499291	1	1
3	5042	1418499749	1	1
7	6807	1418500294	1	1
5	9465	1418501432	1	1
5	2436	1418502450	1	1
2	9302	1418504224	1	1
3	1177	1418505761	1	1
4	4890	1418506796	1	1
5	3799	1418507508	1	1
5	3060	1418508019	1	1
6	4418	1418508796	1	1
4	3177	1418509995	1	1
5	47	1418510577	1	1
4	76	1418511017	1	1
1	5051	1418511573	1	1
5	1189	1418512113	1	1
0	8176	1418512655	1	1
6	8677	1418513407	1	1
0	9934	1418513872	1	1
5	669	1418514545	1	1
7	2512	1418515075	1	1
7	4426	1418515524	1	1
6	6290	1418516158	1	1
2	5676	1418516637	1	1
3	64	1418517153	1	1
5	2421	1418518578	1	1
5	9345	1418519160	1	1
5	2563	1418519859	1	1
0	7430	1418521486	1	1
8	36	1418523337	1	1
7	9929	1418523784	1	1
3	1191	1418524257	1	1
1	6297	1418524886	1	1
1	1179	1418525777	1	1
0	9305	1418526480	1	1
0	8178	1418526927	1	1
7	3675	1418528451	1	1
3	1915	1418529186	1	1
7	4310	1418529668	1	1
5	9436	1418530424	1	1
1	8182	1418531031	1	1
5	676	1418531633	1	1
2	1279	1418532186	1	1
1	1811	1418533266	1	1
