6	9429	166809049664	0	1
6	6937	166809052414	0	1
7	4946	166809054276	1	1
0	681	166809060105	0	1
7	3176	166809062147	0	1
6	1234	166809063481	1	1
5	6936	166809065654	0	1
1	2556	166809074451	0	0
8	62	166809082249	0	0
3	8191	166809084327	0	1
4	8723	166809092975	1	1
2	8082	166809096159	1	0
1	4436	166809100500	0	1
7	8807	166809106120	0	0
0	8178	166809114575	0	1
2	9434	166809121504	0	1
1	569	166809123089	1	0
5	6220	166809128757	1	1
0	689	166809136457	0	1
7	3178	166809141059	0	1
7	3200	166809142851	0	1
3	6312	166809151782	0	0
5	3801	166809157364	0	0
7	5693	166809163717	0	1
5	3175	166809166067	0	1
0	7535	166809168527	0	0
3	7546	166809174823	0	0
6	3183	166809177019	0	1
1	6298	166809178518	0	0
2	75	166809180889	0	0
4	1943	166809183146	0	1
7	1923	166809194626	0	1
0	8199	166809198799	0	1
2	1297	166809199898	0	0
6	3813	166809205884	0	0
3	5707	166809207013	0	1
1	684	166809215953	0	1
7	1315	166809238978	0	0
6	1921	166809242874	0	1
6	1313	166809250426	0	0
0	4970	166809255372	1	1
5	8198	166809278199	0	1
6	9448	166809279616	0	1
6	9440	166809280896	0	1
2	7567	166809294879	0	0
7	5058	166809299397	0	0
2	3808	166809305884	0	0
5	3821	166809307380	0	0
6	2461	166809313210	1	1
5	8080	166809316471	1	0
0	8814	166809321296	0	0
4	4452	166809327596	0	1
7	1317	166809330370	0	0
6	9441	166809334656	0	1
3	4329	166809348260	1	0
4	3175	166809353323	0	1
5	9454	166809354296	0	1
6	3171	166809359803	0	1
2	682	166809360729	0	1
3	7458	166809361830	1	1
1	64	166809369809	0	0
6	5703	166809382717	0	1
5	4958	166809383604	1	1
4	6314	166809385134	0	0
1	6937	166809390486	0	1
1	687	166809391377	0	1
6	2560	166809392379	0	0
7	4432	166809399108	0	1
3	5061	166809402341	0	0
3	2564	166809404771	0	0
1	665	166809410129	0	1
4	5677	166809411629	0	1
4	5671	166809417133	0	1
3	1319	166809423778	0	0
0	8185	166809427663	0	1
4	3819	166809442988	0	0
2	5674	166809448861	0	1
2	1951	166809449818	0	1
7	1928	166809469698	0	1
1	1314	166809470610	0	0
8	57	166809472969	0	0
2	3695	166809474651	1	1
4	4429	166809476012	0	1
5	6942	166809478198	0	1
4	2564	166809481323	0	0
0	3810	166809483724	0	0
3	3110	166809488419	1	0
6	7538	166809489599	0	0
5	58	166809493745	0	0
6	7573	166809496895	0	0
5	8098	166809500663	1	0
4	3822	166809505900	0	0
7	694	166809509313	0	1
6	6927	166809513918	0	1
2	2452	166809519834	1	1
3	9330	166809527144	1	0
5	3171	166809529779	0	1
0	5698	166809535757	0	1
3	6926	166809538790	0	1
8	68	166809549897	0	0
5	5055	166809554293	0	0
0	5058	166809563853	0	0
5	67	166809569137	0	0
3	6926	166809571494	0	1
3	9444	166809572584	0	1
6	6321	166809574846	0	0
5	3809	166809577140	0	0
0	4341	166809580940	1	0
7	689	166809589377	0	1
4	8800	166809596016	0	0
